Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
18963,KveadvstrBrOXkwxhBuCzg,Rocky Point Ice Cream,100-500 6th Avenue,New Westminster,BC,V3L 2H3,49.213635,-122.919201,4.0,14,1,{'GoodForKids': 'True'},"Desserts, Food, Ice Cream & Frozen Yogurt","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
18974,30xfZ6TzqTZ0BPlUVjIEkA,Dolce Vita,4222 Duval St,Austin,TX,78751,30.3043514,-97.7265958,4.0,341,0,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'NoiseLevel': ""'average'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""'full_bar'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Italian, Coffee & Tea, Sandwiches, Nightlife, Beer, Wine & Spirits, Restaurants, American (New), Ice Cream & Frozen Yogurt, Bars, Food","{'Monday': '6:30-0:0', 'Tuesday': '6:30-0:0', 'Wednesday': '6:30-0:0', 'Thursday': '6:30-0:0', 'Friday': '6:30-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-0:0'}"
19010,jMD5Uy_WZw5TyfY09OumbA,Komana I Wana Hawaiian Shave Ice,2111 Ranch Rd 620,Austin,TX,78738,30.3843153511,-97.9422998428,5.0,9,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True'}","Ice Cream & Frozen Yogurt, Local Flavor, Food","{'Tuesday': '12:0-20:30', 'Wednesday': '12:0-20:30', 'Thursday': '12:0-20:30', 'Friday': '12:0-20:30', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:30'}"
19047,2ANDBIhkoO4SS07RK2GDyg,Freshii,870 West Cordova St,Vancouver,BC,V6C 3N8,49.2868494,-123.1145188,3.0,63,1,"{'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True'}","Gluten-Free, Vegan, Salad, Vegetarian, Juice Bars & Smoothies, Fast Food, Food, Ice Cream & Frozen Yogurt, Restaurants","{'Monday': '7:30-18:30', 'Tuesday': '7:30-18:30', 'Wednesday': '7:30-18:30', 'Thursday': '7:30-18:30', 'Friday': '7:30-18:30', 'Saturday': '11:0-17:0'}"
19095,DIxnK2XsI6cmgYsqonRqSA,Bruster's Ice Cream & Yogurt,1432 Dunwoody Village Pkwy,Atlanta,GA,30338,33.9494243,-84.3328062,3.5,6,0,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True'}","Food, Ice Cream & Frozen Yogurt","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
19106,JbxUkIp2te8UyRyNtdUaRA,Freshii,"6200 Mckay Ave, Suite 11",Burnaby,BC,V5H 4L8,49.2263830678,-123.0038341483,4.0,14,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'False', 'DriveThru': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Salad, Ice Cream & Frozen Yogurt, Vegetarian, Restaurants, Fast Food, Food, Juice Bars & Smoothies","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
19169,6KYfrgp-Yywr56qn8Kijmw,Orange Leaf Frozen Yogurt,364 Moore Rd,Ocoee,FL,34761,28.530082,-81.538555,3.0,7,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Ice Cream & Frozen Yogurt, Food, American (Traditional), Restaurants","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
19285,g8sJbkPtA78h0yNQQCvGDQ,Nectar Frozen Yogurt Lounge,1631 SE Bybee Blvd,Portland,OR,97202,45.4738895,-122.6491682,4.5,134,1,"{'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'Alcohol': ""'none'"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'DriveThru': 'False', 'NoiseLevel': ""u'average'""}","Ice Cream & Frozen Yogurt, Desserts, Food","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
19372,sUDQhkUoEtmlh_uK43NX5w,Berrywise Cafe,"280 S. SR 434, #1048",Altamonte Springs,FL,32714,28.658888,-81.421918,4.0,8,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Ice Cream & Frozen Yogurt, Food",{'Monday': '10:0-22:0'}
19523,KCUOIiiHBKBCYA-XRL2YFg,Blossom Teas,"7198 Barnet Road, Unit 23",Burnaby,BC,V5A 1C9,49.2825808113,-122.9539996895,4.0,65,1,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True'}","Shaved Snow, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Desserts, Bubble Tea, Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '15:0-23:0', 'Wednesday': '15:0-23:0', 'Thursday': '15:0-23:0', 'Friday': '15:0-0:0', 'Saturday': '13:0-0:0', 'Sunday': '13:0-23:0'}"
19699,vjxJrXcfkd-XVUafH0eBcA,Carvel Ice Cream,4490 S Cobb Dr,Smyrna,GA,30082,33.861432,-84.538165,2.0,5,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Ice Cream & Frozen Yogurt, Food",
19801,xEjWBVj3hb--mm47gZK8TA,Orange Leaf Frozen Yogurt,95 Washington St,Canton,MA,02021,42.1405510866,-71.1476377992,3.5,56,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'BikeParking': 'False', 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True'}","Food, Desserts, Do-It-Yourself Food, American (New), Ice Cream & Frozen Yogurt, Restaurants, Coffee & Tea","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:30', 'Saturday': '12:0-21:30', 'Sunday': '12:0-21:0'}"
19867,hPfanzX00-QqkqOXrnHLmg,Freakybuttrue Peculiarium,2234 NW Thurman St,Portland,OR,97210,45.5353736,-122.6975921,3.5,183,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'DogsAllowed': 'True'}","Fashion, Food, Toy Stores, Arts & Crafts, Arts & Entertainment, Accessories, Museums, Shopping, Ice Cream & Frozen Yogurt, Art Galleries",{'Sunday': '6:15-6:30'}
20164,GZP2HUeS2hw9k6ySX44wUA,Amys Ice Creams,2109 Northland Dr,Austin,TX,78756,30.3322855,-97.7406093,4.5,14,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}","Caterers, Ice Cream & Frozen Yogurt, Food, Event Planning & Services",
20216,OTPthMJIHebCvJNub2-BjA,Sonic Drive-In,3250 Olentangy River Rd,Columbus,OH,43202,40.0271298765,-83.0269486,2.0,47,1,"{'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'loud'"", 'BikeParking': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'DriveThru': 'True', 'HappyHour': 'False', 'RestaurantsTableService': 'False', 'ByAppointmentOnly': 'False', 'CoatCheck': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False'}","Restaurants, Ice Cream & Frozen Yogurt, Burgers, Food, Fast Food","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}"
20276,vCejb-yYkNvzL8BeBRMWAA,Frozen Cow Ice Cream,1201 Winter Garden Vineland Rd,Winter Garden,FL,34787,28.5497512753,-81.5870039352,4.5,120,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'Caters': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","Specialty Food, Food, Candy Stores, Desserts, Coffee & Tea, Ice Cream & Frozen Yogurt, Cupcakes","{'Monday': '0:0-0:0', 'Tuesday': '14:0-21:0', 'Wednesday': '14:0-21:0', 'Thursday': '14:0-21:0', 'Friday': '14:0-22:0', 'Saturday': '13:0-22:0', 'Sunday': '13:0-20:0'}"
20308,C4lmcGvmnT7Mm9hcPr_9CQ,West Van Gelato,1441 Marine Drive,West Vancouver,BC,V7T 1B8,49.3282338,-123.1552965,4.0,7,0,"{'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'False'}","Ice Cream & Frozen Yogurt, Food",
20405,EN0Pq-PCsmREXEDLbP48Pw,Dante's Frozen Yogurt,1236 Commonwealth Ave,Allston,MA,02134,42.3499446,-71.1312951,4.0,52,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Food, Ice Cream & Frozen Yogurt","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
20514,j9uRSGQx-Y6rHHtXAhUN-g,Kushco Bistro,128 Washington St,Salem,MA,01970,42.52087,-70.8959697,3.5,169,1,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'free'"", 'RestaurantsTableService': 'False', 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Delis, Sandwiches, American (Traditional), Food, Ice Cream & Frozen Yogurt, Vegetarian, Vegan, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '11:0-22:0'}"
20612,APysa0JS0lE3Bo7WQQyGxw,Graeter's,1500 Cross Creeks Blvd,Pickerington,OH,43147,39.91936,-82.782383,4.0,34,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'Caters': 'False', 'DriveThru': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Food, Ice Cream & Frozen Yogurt, Desserts, Specialty Food, Gelato, Candy Stores","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
20616,cTRkRiHcw0SwnDigriBIzA,Rainbow Ribbons Rolled Ice Cream,"1229 Providence Blvd, Ste E",Deltona,FL,32725,28.8813576,-81.241041,4.5,23,1,"{'BikeParking': 'True', 'Caters': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}","Ice Cream & Frozen Yogurt, Food, Bubble Tea, Juice Bars & Smoothies, Cafes, Restaurants","{'Monday': '14:0-20:0', 'Tuesday': '14:0-21:0', 'Wednesday': '14:0-21:0', 'Thursday': '14:0-22:0', 'Friday': '14:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:0'}"
20669,iPKmtXMyqzk_uK26Hxk0MA,Sweet-Stack Creamery,25 Piedmont Ave NE,Atlanta,GA,30303,33.755248,-84.381977,4.5,284,1,"{'ByAppointmentOnly': 'False', 'Caters': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'WiFi': ""u'free'"", 'DriveThru': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Ice Cream & Frozen Yogurt, Desserts, Vegan, Food, Donuts","{'Monday': '0:0-0:0', 'Tuesday': '12:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-1:0', 'Saturday': '17:0-1:0', 'Sunday': '17:0-0:0'}"
20774,5kH4BwmYZux1ciNc8QQuYg,Milwaukee Market Creamery,1342 Hornby St,Vancouver,BC,V6Z 1W5,49.2769238,-123.1303913,4.5,14,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True'}","Ice Cream & Frozen Yogurt, Coffee & Tea, Restaurants, Food, Fast Food","{'Monday': '7:30-23:0', 'Tuesday': '7:30-23:0', 'Wednesday': '7:30-23:0', 'Thursday': '7:30-23:0', 'Friday': '7:30-23:0', 'Saturday': '7:30-23:0', 'Sunday': '7:30-23:0'}"
20791,zFAgLx_4jVcAJPsvPS3gbQ,All American Ice Cream & Frozen Yogurt,2300 Lloyd Ctr,Portland,OR,97232,45.532406,-122.653182,2.5,19,1,"{'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'BikeParking': 'True'}","Food, Ice Cream & Frozen Yogurt",
20927,Kb7V-qHRgm5uq4TzHeY3uw,Baskin-Robbins 31 Ice Cream Stores,475 NE 181st Ave,Portland,OR,97230,45.5255028,-122.478777,3.0,10,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BikeParking': 'False', 'RestaurantsTakeOut': 'False', 'WiFi': ""'no'"", 'RestaurantsDelivery': 'True'}","Food, Ice Cream & Frozen Yogurt, Restaurants, Bakeries",
20940,raJDDHU-Xfe2c9_6nNUOiA,Yumilicious,"2700 W Anderson Ln, Ste 227",Austin,TX,78757,30.358947,-97.734865,3.5,141,0,"{'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True'}","Ice Cream & Frozen Yogurt, Do-It-Yourself Food, Gelato, Food, Desserts","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '13:0-21:0'}"
21137,oLiCyzuENJmUT26f03ZyPw,Häagen-Dazs,"4963 International Dr, Ste 2C15, Premium Outlets",Orlando,FL,32819,28.4745720283,-81.4515684655,2.5,9,1,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}","Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Food","{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-19:0'}"
21173,0i8ECxwGGU4Drhv_ACoKGA,Blizz Yogurt,"5695 Kyle Pkwy, Ste 600",Kyle,TX,78640,30.0125284,-97.8600805,3.0,6,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Ice Cream & Frozen Yogurt, Food",
21320,rc162n_d6C6chJ1Da8Ub3g,Cherry Farm Creamery,210 Conant St,Danvers,MA,01923,42.5717740327,-70.9110932331,4.5,79,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}","Caterers, Food, Event Planning & Services, Ice Cream & Frozen Yogurt","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}"
21422,aiCHQYQ6f_vkPX5yw9cqcQ,Diamonds Ice Cream,5461 Bethel Sawmill Ctr,Columbus,OH,43235,40.0660854,-83.0936421,4.5,191,1,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","Ice Cream & Frozen Yogurt, Food","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}"
21433,m1jeUt64NgDmFyJbegRo8A,Mama Mia Gelato,101 - 7130 120 Street,Surrey,BC,V3W 3M8,49.1325861,-122.8890643301,2.5,8,1,,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Bubble Tea, Food",
21442,5fpkQaGhG-VgzsPhqwv-yA,Ice Cream Treats and Eats,3114 Corrine Dr,Orlando,FL,32803,28.5675108,-81.3451842,4.0,34,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'HasTV': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Restaurants, Food, Hot Dogs, Ice Cream & Frozen Yogurt, Pizza, Shaved Ice, Desserts","{'Monday': '13:0-20:0', 'Tuesday': '13:0-20:0', 'Wednesday': '13:0-20:0', 'Thursday': '13:0-21:0', 'Friday': '13:0-22:0', 'Saturday': '13:0-22:0', 'Sunday': '13:0-20:0'}"
21479,jFdpAmvC-7n5nMtroL1u1Q,Licki Licki,1095 Commonwealth Ave,Boston,MA,02215,42.3527439,-71.1254466,3.0,6,0,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Coffee & Tea, Bakeries, Juice Bars & Smoothies, Desserts, Ice Cream & Frozen Yogurt, Food","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
21569,CdA1_ykcXClrqqj1WeJTXQ,Yoforia Sandy Springs,5980 Roswell Rd,Atlanta,GA,30328,33.9181685,-84.3790978,4.0,5,0,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Food, Ice Cream & Frozen Yogurt","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
