Unnamed: 0,user_id,business_id,text,date,compliment_count
150905,FzMhWsLqyQbNq-7d--o4sw,nxzJOxsJ4rGTYjnKMvteig,In the Hilton.,2013-09-05 18:33:28,0
150909,iSqAA0keruU-ZZro7jW0zQ,UfSkb9kO-gx9XXhMH29unw,Seating is only outside.,2015-08-30 02:39:51,0
150962,Ggoko4qUJW1mOrr3UWQDBA,EXwNQy60FF3Y4Q5MBvIImQ,Awesome  Burger wiith tons of flavor. ........,2015-10-15 23:26:36,0
151117,qLe0OnA9Cgj5TM2_e3js7Q,mGVVbBW0e6NVyNxHRstz_w,"Do this: come here with your friends, get a crazy mix of stuff to munch on, then compare notes",2012-05-23 01:43:29,0
151118,KhX8N2axgi0MhuwDJufW_A,75Z0hp-jONSM4kLUiPxEEw,Apple caramel favor is good!,2011-05-07 01:48:46,0
151212,-2sNTzGyci98Mp9PmPRg8w,WtESETvbXc9lwIzuX1tU6A,They have whole peanut butter cups as a topping. Dangerous.,2012-08-08 00:29:12,0
151215,F1iqe4P-wgJ2zBHgZqtXUA,efLLE9tkrvcSlFxWveTYqg,Free wifi. There's a TV. The cheesesteak sandwiches are big. Also serves custard.,2014-04-20 03:00:33,0
151250,p90eOaGQWIf-YwnQdozH7g,ayOp69zgeoyguT85BT2Z7A,I'm hoping it's good.,2012-08-08 19:17:23,0
151270,WYCR-qOb8odLSFKkV-4F2Q,56Kl4iB3d78DjLdVZfrUlQ,"Great food, service. I eat lunch there nearly every day.",2014-07-09 13:58:45,0
151360,h5-NsPUzUPd2cS4DEEIr4g,3o_B9uvzk36_XRLJYXzVZg,"Granola is vegan, so not super sweet and berries are frozen so its ok...",2011-08-24 16:22:09,0
151450,-xs0wvNnRS-A8NbiPBZfiw,DJNUhBgks1JFeVQrPchNBg,it's peanut butter jelly time!!!,2011-08-22 20:19:59,0
151467,vRfwTw9rhimn-vnwfXVrMw,UhhhAteSQlHmnGT_2b7e6Q,Yummyyy....,2011-12-11 01:42:07,0
151472,t_SdvDUHstqhmA5aNXqM8Q,uvgl9UDe-RdxBmUe_Y95_w,They have thai tea flavor nooooow zomg,2011-07-27 00:01:40,0
151544,2ky6A9YKsyLs2saA3gjTIA,1qwxzGRcU1y3tJrsoYQ4Rw,Check in to get a free scoop of ice cream!,2016-04-19 17:05:58,0
151596,wpDhuGVjSz-kNO0wFOK8Cg,GPKLxlYQ8fp4lMbTG9Ti_A,Liquid yoga...perfect ending,2012-06-09 22:38:40,0
151602,2cLb3vlMpheQYMPUEDrcJg,eBqRYXcRuj6eOtmga-8HSA,The announcement they have posted on Yelp says they are open until 11:00 sun - thurs. Twice I have been at 10:05 & they are closed. :(,2011-07-14 02:13:01,0
151652,YoVfDbnISlW0f7abNQACIg,y6mXWdLq8u8si8bbGKDOuQ,Now closed for the season,2016-12-10 12:17:54,0
151680,fxlfma9xhIOrpyGeuNKjeg,a4mqTILT8NiOqTwh6Shrlg,Tiramisu is goood; coffee flava is yummy too!,2011-02-12 22:39:13,0
151689,l1jYrj9DvTe4t92kGEH3BQ,eYmf3scmgHqJASKkRF0QCg,I love their weekly specials!,2017-04-24 01:20:21,0
151696,4bEw-GULqd8-W-6vj_Di0g,32hFMl7d-243oMULkn84VQ,I got to get my waffle fix...,2010-08-08 18:04:37,0
151752,Vyj9zpC8txseQCegsa-7Jg,DU9QRdyekAFrR3GzjDaB5g,Banana Cream Pie Ice Cream with Double Chocolate Cookie Sandwich!!!,2012-06-09 02:01:45,0
151783,6ddPsD1hXfOKPbrYv3HPIA,JO3s3V6zuFD10Ub2rn97dQ,"Best churros, so fresh and perfect!",2017-01-10 14:24:41,0
151833,SmY61ft-dwkgSuT-vtg7zg,8vnhWzXPo0Q69pzCZ8xb9w,The brie brûlée and soft serve ice cream are magical!,2014-08-16 19:54:17,0
151867,IIlY3MmCY6RKnkqjYh0Adg,fnGjBA5bYSBGxGjyjqfXYg,Being a GPS and find a geocache.,2013-03-19 02:02:49,0
151919,lcSvPkp9RIUQ_KAzslw6dA,hv_nsRzHr6QAdzbsPr5t5w,"Is this place still open? No hours posted on the door, phone just rings.",2013-06-03 20:55:37,1
151953,ubVIhBzZYTSGBR1zn0cKww,D3ND25B6h3xOJVuohZxMtg,"If you are vegan, stop here for your icy-sweet cravings! I loved the coconut chip sorbet- would get it again if I had time to stop by before leaving town!",2013-09-25 03:45:24,0
151955,j14WgRoU_-2ZE1aw1dXrJg,R6P1K7UGgF8tn8mE6D9jXA,"Cheap yogurt, but they use high fructose corn syrup.",2011-05-12 22:06:10,0
151986,OzcyAUg4WmMP-Y85hCI7WQ,QyZ0A3UUH_V4RoLAIrpwFw,"What's up with this place
Too loud
Too slow 
Ice cream just so so",2017-07-30 01:58:57,0
151992,h9YlNsAHgyPDrX46fXbjzQ,IsqIY3ewLABiD9BhQqOe4A,The best!! And their servers are amazing,2016-08-19 05:02:24,0
152073,8aMz8-jeigqn2rHkwYTuwA,Ov7EMAR0Zkgos6ul-VZR1Q,They do not take American Express,2016-06-19 19:45:27,0
152094,IDc537dn-QEZJVbVpi88ug,7aYk8eyCJvM_eyFZy7uMcA,There is no seating. Take out only.,2017-10-05 03:05:15,0
152118,WkcBxYWwbGe5L3a_nL_SmQ,32hFMl7d-243oMULkn84VQ,Three B's: bestill my heart! Don't forget to grab a green tea lemonade to wash it down.,2010-04-24 22:51:50,0
152124,Jj2f5cja6IjXqdr4FfDp-A,Xcggu4wnieq31d8hHbCbbA,The BEST ice cream in town.,2013-07-11 17:15:51,0
152140,CwBh8Fmr07jFYBKZ2p6Mqg,MFVr6pMQxFsUwdEfUueaCQ,Avocado curd mmmmmmm,2012-07-02 23:20:36,0
152197,d830qGyRUxLUdM5tppe2Qw,WmVlaZJjl58GFX9xHOs91Q,This place is pretty clean and nice! Not a lot of flavors though.,2015-05-24 21:11:44,0
152201,sFYaS1ic5JNMU-WjyFH-Pg,w9-DIg88RaOvBsmDnC9e3A,"If you are using a Groupon, service really deteriorates.",2014-12-05 16:44:04,0
152245,lExyz31t8t6DBRxmu858eg,0rKi0ZqywMiMR1RmqkKgVQ,"How is this place closed today, Saturday and the hottest day of the year?",2012-06-30 18:49:41,0
152246,DeqIeM5LTAC4MmYLtJxn7Q,PrsvO1rzkgg6qFizlAoEtg,They actually have Oreo cannoli here if you want something a little different.,2012-05-01 01:53:20,0
152267,QmQjB0j33UsrD7wtCcrPsQ,0yzFZBECMgnFJFBM_x9oPw,Best frozen treats around!!,2015-06-27 23:17:56,0
152269,gqL5KBs2oS7qobnyd99iKg,eMwR5RTJlrfC-12Lyuu5fw,Check in coupon for sundae is expired. Check for their daily specials!,2016-04-06 02:24:29,0
152316,TmT7uh1t5JnrgqC7Jl8vhQ,MNH3X5p_uoah2PLNG_k0Dg,Taro flavor with fruiti pebbles!,2012-07-04 18:29:07,0
152318,NMNo2EddHYWqxRVoyRcXaQ,BZIHRWA_zqnCwAUif7d2Yw,Black berry frozen yogurt !!,2011-06-20 22:34:55,0
152399,tVBlBdc7AKslrujoF_f18Q,lPOxeRmXxETW1Ny1DUdCdg,To get here - go to Disney's boardwalk and tell the security guard you're going here and you can park for free for two hours!,2018-04-02 01:21:20,0
152404,YFL0Don8rIrHNgQvjvVd2w,H6UPhaA9lVe2w07QCezwQA,Gelato & cake donuts too!,2013-03-02 22:54:18,1
152411,ulVuVCc1C9rIv-xBWsDH0A,gtpL2DjBZv-vcGqNwyEQmg,I'm so fat.,2011-09-11 00:35:22,0
152420,Lwyjwmodkmw4b9axrMXXdg,G10oEKL3TPpk9YbWzqKNsQ,1/2 price drinks & slushes everyday from 2-4pm!!! Good stuff!,2011-03-18 20:08:36,0
152464,-pwF2QCjg7ds20reIczYUw,L4pD-c7voBE7HchG6lvPNQ,Great place to share w/ kids,2010-07-21 20:28:24,0
152500,Lmnmj9IgFYNm17CW7MYCiA,o_L9Ss4boqq6ZEF9xeSH6Q,Always delicious. Always something new.,2015-03-11 01:46:57,0
152557,RQ0WJa1ev0WpnoXc_tJz-g,h3C-M7C7n9IRNwcCFxTG3w,Love,2014-02-15 18:41:06,0
152565,z51MuE-ioTrBw8D8NJF_8w,u1Xq93R4LQ2VV2hK8MK5Wg,Earl grey and honey saffron all the way!,2017-04-10 01:55:11,0
152570,A0ocLyplbIwpcAx8upoKDg,khghDJpPqW5hG4IXr8sF4A,"Chocolate flavors have less sugar than vanilla, for those of you watching your carbs!  (But both are really low!)",2013-03-14 17:47:21,0
152582,UooY_UenAo7_olX_eZbvyw,n7FKcZ862aNTf36mhJp1og,Parking is a nightmare if you go rush hour or busy hours on weekends. Plan to go non busy times to enjoy it empty.,2015-03-11 06:36:44,0
152599,2xW8iYrxFGNUeEXjnipHbA,1qwxzGRcU1y3tJrsoYQ4Rw,Get a free scoop!,2011-07-27 22:01:30,0
152600,OgN6NpoDq3hrFaJt5lSEOg,OygzuNJ6QYPO4LHTyPBoVw,Pineapple whip just like the tikitiki room has!!! Great coconut fro yo too!!!!!,2010-08-23 22:19:24,0
152645,GIPIiR54U7JZjksIbutdMg,tz-dssfFiPFGLJ7q_g_aLQ,Hell yeah! That's my tip for the day. Double brownie fudge heaven!,2012-08-12 00:48:36,0
152655,7_EEyrPkykItyOz3hmX7ag,-VqXb22VS69JaQGKddqQDQ,Dessert for dinner! The sundaes are crazy!!! And it's cool to watch them make all the ice cream!,2014-09-06 20:10:03,0
152716,LLwZGbUtCoiTqMq5AwYBBg,30xfZ6TzqTZ0BPlUVjIEkA,Gelato on a hot day = HEAVEN!,2012-06-16 19:02:30,0
152838,gXZRTJE6EHcbplMrdBvpQA,pxIJdklrr60lR1T-g32iOA,Dulce de Leche is the creamiest and thickest flavor. Delish!,2011-11-06 21:07:19,0
152863,fKcxWg7iG0yKL18DfVv_uQ,rPriOwUpZ14hRo_rAB0qGQ,Best tart original froyo!,2012-06-22 01:12:40,0
152907,PI51J_fKhEfZKhi-MjWBpg,LBlHMWMP6EI4ZmDBEshXEA,"Okay, quick respite after recovering from a massive Cafe Java breakfast. Mmmm, red velvet & Chocolate. Just a little...",2011-11-19 20:50:21,0
152935,ZbVAip6suina9byM-KFVzA,peXomHkuMnY8am9SYws6vA,I  peanut butter sauce! TCBY is the only place that posseses this sweet & salty nectar...and therefore my heart.,2014-07-11 01:20:12,0
152944,5SIS2wal6jpOAY0zi6g19Q,D8-ssK_8w1WBajKCXUG5Uw,Cash only.,2013-06-15 23:03:17,0
152986,8KwE3K5aSURNErESC2OoKw,y3rQxSFSOm6uGaue-SEe_Q,Tiramisu cupcake is to die for,2012-03-18 21:57:03,0
153048,Xwnf20FKuikiHcSpcEbpKQ,hbYrBKpuRPXwAN9PhLq3Iw,catering $100,2014-09-25 20:57:46,0
153070,gXZRTJE6EHcbplMrdBvpQA,NSDalToWWh3VsfYCjN77MA,Sweet potatoes are tasty in ice cream form :),2010-12-28 00:08:37,0
153148,pKoMd2YNmaPWrHodSKwKMw,3aORUT3aF0TyfhmkgNQL4g,"Between a dozen AUTHENTIC bagels here (skip the mock bialy) and a container if Temp Tee from Publix, easy delicious breakfast in the room.",2013-08-20 16:46:29,0
153164,fVxaNpuRibsdCw2P2Lwl6g,2ZJUU5ihzZZSPaSvy6aZew,Nice selections and they have adult favors. Yummo!!!,2016-01-04 12:39:51,0
153203,Vyj9zpC8txseQCegsa-7Jg,D3ND25B6h3xOJVuohZxMtg,I think I may have found a fave in Marcona Almond!!!,2010-05-22 04:57:18,0
153206,P0koE1yKjJvJRgaYbIFqyw,WU52_Epi493M_YqXPZo-6Q,"1 keylime, 1 red velvet, 1 white chocolate, and 1 birthday cake will set you back $18.02, kinda steep but it's worth it!",2016-01-26 19:21:26,0
153214,Nz7bfSmUxxE7sLDbOZobtA,ltrWAow0UYrlbykymgUCiA,Drive-thru BR with super friendly workers every time. And they make the best banana splits.,2011-10-20 23:38:14,0
153269,dbglAR1V6lYl-cOo4nzZLA,n7FKcZ862aNTf36mhJp1og,The Shake Shack beer is great!,2014-08-23 18:30:25,0
153271,sRa4TQsZuTJZAW5cEyB80w,RF9VqhHzOc0gFBztRJhtPQ,Love titos and blue velvet. This is one of the friendliest Amy's,2012-08-07 02:18:52,0
153352,37cpUoM8hlkSQfReIEBd-Q,4Hc4QRv8PBlTXi9jm2s5cw,That amazing smell that hits you like a punch in the face when you walk in? The fresh waffle cones you must get the delicious ice cream in.,2014-06-29 12:15:25,0
153363,wLQA9y3EyOnPhXViTM-6Eg,O3GBtaoO3GqgDmzOcht1dQ,Perfect end to Street Fair!,2012-06-16 03:28:20,0
153367,IL7s7BR8DuoOFwYYM6cZ7w,rtG62nhEkcHnlqnI6TnBew,Get the fresh caramel sauce!,2015-12-29 04:45:20,0
153378,vOflZGGUL1IeSZQ2G6wbHQ,5ZZns2J3zIoDCp3Sd_jD6A,Get a cow card - the rewards are awesome!,2010-08-09 23:26:49,0
153387,CNZ7JFwhkkeR-OZiikfLSg,32hFMl7d-243oMULkn84VQ,On the weekends prepare for a wait. They work fast but lots of people love them.,2014-06-26 01:25:20,0
153524,ONqwB3dtptv_3zC42d0ehw,eMwR5RTJlrfC-12Lyuu5fw,Excellent treat on a Sunday afternoon,2015-07-12 22:02:58,0
153560,Jju9oGYNFJU71Bf1sHmLyQ,iCuM_1B-f1BZ_ej2cdBRHw,Longgggggggg line .31 cents...umm for a cause,2011-04-28 01:23:17,0
153578,FSl6qeRIu7kPQfZpBl1Npg,32hFMl7d-243oMULkn84VQ,Choco waffles cold frozen or refrig waffles. Not fresh. Was surprised,2012-06-09 23:58:26,0
153598,qVxcSZ0Qny1T-GWyeT0N3Q,aMB66WtDrKz2bUSW1sMKYQ,Frosty,2010-07-30 21:21:19,0
153616,1kp3vTtbWk6nsZHJsuqABQ,PrsvO1rzkgg6qFizlAoEtg,The florentine is the bee's knees!,2013-03-02 04:32:11,0
153627,EqAdXHDIWybKxaY_kaOSVw,1Eq16r_MSnvPsnIykBdy9w,Rude hostess,2012-02-18 21:18:57,0
153638,0A_cYA0ooStJPqyGPNZlAw,4vZUcLYgZniOJ2Uakp8QnQ,Vanilla coconut - it's like a tropical beach in your mouth.,2012-02-05 00:19:23,0
153663,OKF7bG72yeGfK-UDIdcH9A,87T1IVduv3yUJLQVXSwh9A,"This place can get super busy at times..........check it thou, u can always google mutts and it will tell u the busy and not so busy times. That way u can do like me on a sat, and get it and out. Yeaaaa....yeaaaa... now u see!!!!!  Out",2017-07-22 18:51:18,0
153718,Tf1EmLLUZ2tlpOhaU2kvpg,eY3IFXk5w_Y8WoUwTHafUQ,Open till midnight all summer long!,2015-06-14 00:08:24,0
153737,0nu0Uyn9cWIz0raLkIQBVQ,B4B7rE1Me39XJLHFds7LpA,"Might be time to build another location, the lines are starting to make me not want to bother. The new drive thru line is a hot mess....",2016-04-10 22:26:47,0
153762,tGasH5DTBL0-8JnnIYx3eg,O3ivdxVPTBmel0QlzU-fOQ,Nom nom nom,2011-04-26 20:11:56,0
153809,LkFvVzY6T1eEVMbwBO-j_A,n7FKcZ862aNTf36mhJp1og,Tasty burgers. Awesome fries. Didn't get to try the shakes,2015-02-13 01:27:13,0
153849,BUzYWnWWc2EmKfjubCFMOQ,u1Xq93R4LQ2VV2hK8MK5Wg,Green Tea icecream!!,2016-04-29 15:25:20,0
153881,zDUHJqMoMxHN8SWhDvU1_A,jmEOvNvsBbInpn605wRQpA,I wish that they had the list of flavors posted on the menu board at Drive Thru,2017-04-13 23:09:03,0
153916,akKwxVHBlxDOoY4PV6lIPQ,vO9WnN5Q43icgwI43fePLQ,"The free video game tables are put away for summer months, and brought back out in cooler seasons.",2017-08-07 01:30:34,0
153934,23wNTRDtDy0WhXrjTwwqew,zXNIn6HJ2bnOSj2iTYpQTg,They have some great seasonal flavours right now! Rum and egg nog all the way!! We tried the gingerbread as well but it was too strong and sweet after a while as it was made with a generous amount of ginger candy.,2015-12-19 22:04:16,0
153995,tTTG_Tr4odOt6CM5Y8demA,9azm3sPBfc0cYbbWC8qgPA,"Do expect to use your app to pay, they won't let you",2015-04-18 15:46:50,0
154039,U3n3Ud_hn2W_oXamngrgGA,IyLLref8p5xTcuO7SpHf-g,Strawberry honey basalmic with black pepper .  Also ricotta honey lemon with walnut lace cookies.   The best is almond brittle with salted ganache is the best !,2013-05-20 21:37:32,0
154056,37cpUoM8hlkSQfReIEBd-Q,D3ND25B6h3xOJVuohZxMtg,"You must try the Thai Peanut if you like peanut butter. It has a very peanut buttery taste, with some nice added kick.",2014-07-10 01:13:48,0
154114,q10cIFs5I6oZxEHI2OBYIw,hKhqGgRoDtNBJ-pfRIoXDQ,Love the hot dogs and fries.,2013-06-18 18:06:30,0
154128,3nvoPEyoO1QWMMc9rS5X1g,eYmf3scmgHqJASKkRF0QCg,Very good milky tea and pearls. No weird after taste. Will come back.,2017-04-14 01:49:40,0
154167,10no1TFjHWzoRmu0qF7BNg,Ou18h60bGEviaxWys_ZVeQ,Club sandwich and an Oreo shake. Heaven.,2011-06-07 23:25:55,0
154176,XOXfSbDlJrI7qRclcKBAiw,2vQ5I55t-JXBK5dbsZjnjg,"Deceptive promotions with no time, just to draw customers in with empty promises.",2016-07-12 15:00:53,0
154276,xr1AQr_JJcX_J8J6e09hoQ,mkBDxxTKnhBhOMLgMUWyjA,get the taro snow!,2014-03-24 16:01:23,0
154301,8_Iqa6nMjx6RwbTQe_MYSA,HMB84WmKjl8n_x12SbiayQ,Guava is goooood!,2012-10-05 01:50:10,0
154335,popeRIYmvUZbSBtufJK2KQ,ViSJjShOLriKWcAR8M5HeQ,The Banana Royale is amazing good. Mixed with the chocolate and you get a bomb pop.,2013-03-12 21:31:52,0
154358,bTs51poOCfVOY8xOK2-QOg,wjoDGiLlv7UhAu3N0uNABQ,I love this place!!,2012-07-14 21:26:42,0
154406,txTj3jO6wVMYqbKmq52FSA,YVdTl-VERcOig4MP1264Rw,Best for PMS!!,2012-02-25 01:04:26,0
154436,u4wMEPl-I1FHGHrKaK12yA,kzwYyYFAp5OeqRnpQh0H6A,This place is fat kid heaven....must....stay....away.  Seriously perfect cupcakes.  FML.,2012-04-11 20:04:37,0
154473,x2GpOshwwydimGikLAGF3g,vwoK7qiP3NLMTPUL5BFQVA,So great to have Earnest in the hood. What a perfect find on a sunny afternoon work break moment.,2017-07-19 22:27:49,0
154540,08mOpJRCpZe3D8UHszP4FA,eY3IFXk5w_Y8WoUwTHafUQ,Self try: if I ever go to Austin TX I gotta try this ice cream place,2016-03-11 21:05:51,0
154636,zJjWEPiB14c0hVaSsnm8zA,oI4XnbNRM8MglvnrJM1-pg,Wish there were more flavors. But still great!!!!,2017-04-08 02:40:32,0
154643,ewFpj8MKL6NRp_Ow6d5nrA,SSOx0BLXiVfmJWCY5XJDrw,foosball table!!,2015-10-23 21:00:19,0
154719,ML2zBAObJTi28mb3yzJzKA,pSUtTbKLtV8YhmJlmo66mA,Cut the line if you're just in the mood for some shakes with the C-line!,2015-06-22 03:34:35,0
154779,cvWiUI4qWho2MUIRDj7swA,3sm2VQfZhaEDr175ATCKvQ,Only 7 scoops this year!,2011-06-08 23:41:25,0
154789,cwfnh2pYaBaObNocwtlhMg,3HNq9KV8A7OBiqlWm8kZ8g,Fun and yummy but busy,2010-08-08 04:22:45,0
154794,tuEj3m__wZbIFUV47C1WMA,AvT5ORQoDOkFGvSTqy6Q8g,Praise Jesus it is here!,2010-08-28 16:35:43,0
154817,OgYi5x02MBukfxPNFe1ePg,7_A-E-iZJdJ6_scKDcjBEA,Ohhhhh Myyyyyy Lawddddddd,2014-01-13 03:51:15,0
154846,Q61_TU8QwlRSWncn_S9bQw,zuX62H-F22A7ZkugHcKtbw,Make your own waffle bar with malted or buckwheat batter!,2012-08-04 14:12:58,0
154961,hiSP9bjoFy4FwuZII_aMoQ,fiFT7sFKlDAqxKkkrlozCQ,Cash only!!,2012-05-26 22:05:59,0
154964,j2p-W_bsYBT4i08_A4LnWw,vv3aOnSVuIRJLyoYOQJzlA,You can customize ANY burger on the menu to your liking. Try adding bacon to the Kobe burger -- your taste buds will thank me.,2016-05-20 18:13:12,0
155023,YvfXRD5AAU3DFFIf_Jbn4w,jUkVODaIxxLI55TBIKy_lw,Awesome stuff and the fruit is great but the blueberry is the best if they'll serve it again,2011-10-15 01:04:14,0
155223,j218nLQclcmiGN141EUiqA,GUJwu4V4rob1KLgKOXOy1g,This place is awesome. They're always nice and chill.,2016-05-09 21:38:21,0
155321,TmT7uh1t5JnrgqC7Jl8vhQ,1Eq16r_MSnvPsnIykBdy9w,"Fried eggplant pie! Yes, again",2012-03-25 21:46:30,0
155354,2-2IewhTPqEnLsL-N3OWiw,j1rGooOFUAghfWUX7Y121Q,Download the app to get $3 off your first order.,2018-04-27 12:47:50,0
155420,4_mUWwbwbYMyVgqVm6taFg,YqJIb3XMH4SqrypNXCafpQ,They are now closed :(,2013-04-14 00:11:24,0
155427,xT6GoNHPpTYIQc52xy-BhQ,95rNN6oU6lAPcYyQrM_fSQ,Good thing I don't live close!,2013-04-29 22:49:20,0
155466,vQxahO21JB6-C32lYgcHaQ,95rNN6oU6lAPcYyQrM_fSQ,Try a scoop froggy frog with chocolate ice cream gelati!!,2014-07-04 22:45:59,0
155467,Hi10sGSZNxQH3NLyWSZ1oA,vDEAQqnikJXVKmM090WbQA,Fresh squeezed lemonade more like heavenade,2014-06-06 01:22:05,0
155469,GoWp9tc0VTw_XmTfkXY5tw,0N9E1acBabh4u4bZ_tcrBw,Salted caramel is deadly good,2012-04-14 03:54:43,0
155506,yFhiVAcHAFvVV-8MqtgINQ,u1Xq93R4LQ2VV2hK8MK5Wg,Pancake and ovaltine ice creams = ideal breakfast?,2013-09-21 02:17:09,0
155508,OgN6NpoDq3hrFaJt5lSEOg,mSshLL5vLsMGHV2Omrbl9Q,24 hour deliciousness!!,2013-07-22 05:06:09,0
155523,u4e7jOcz9PYxWbN9675TTQ,W_X9GPIwYloxS51g2Qo6Pg,Not happy! Doors are locked three hours after they are supposed to open without any signage! So disappointed!,2011-10-31 20:41:36,0
155530,oGK0fy4zTnIzrYM_rzhGDA,tIcBn4PgxCPabDyueTthzg,level up time!,2012-06-20 00:45:25,0
155553,WcWS4569ALNs1hmNi9qExA,mLd8J8zdfqOVSiARDwtYsw,Food there is good. But cold wind from air conditioner nearly makes me sick.,2014-09-12 03:51:04,1
155678,flMhIC_HBEZm0pB9y-sqWg,1CKIxGufHt0djyVV8K2V_w,Banana splitsville,2012-07-28 22:02:18,0
155752,iciDkrYltrKSyrjEdNT95w,o_L9Ss4boqq6ZEF9xeSH6Q,Love the Pearl District! #Portland,2013-10-20 20:29:37,0
155756,GDqpr00p-d5COh2yuLj7eA,Vtu1R4KwcHk649WsmOth-Q,Choco fix,2011-10-16 00:45:01,0
155791,vE3k7DLKEHzc1uzFwUHjYw,2ZJUU5ihzZZSPaSvy6aZew,They don't open until 12 o'clock.,2015-02-13 16:45:35,0
155793,PI51J_fKhEfZKhi-MjWBpg,cAG2JgD9M005clXsVp4R-Q,"Hmmm, this place seems to have gone downhill just a bit...",2012-03-13 02:21:38,0
155871,nlowCDWvJBurOGGMXzjqHA,DU9QRdyekAFrR3GzjDaB5g,ice cream time!,2012-06-16 20:45:08,0
155943,UEz-qUwdhCm9KtgBdEdczA,1u8kKlMoZ-NblPDxkmWhqA,Tuesday candy apple special: buy one get one of equal or lesser value for free!,2017-01-02 20:48:33,0
155953,GlWsilLaEHMnClmA03JSKg,hyV64Ri_JiLlaASBJiNQDw,Venture off the menu and opt for the flavor of the day....I had no regrets!!,2014-11-02 17:28:42,0
155985,BQkC6RneYfvfG6wRe0hsvQ,Tu3fKpvPCq1ecR5IntnkxQ,"They have SUGAR FREE vanilla, chocolate and swirl ice cream!",2014-09-24 04:07:40,0
156010,j14WgRoU_-2ZE1aw1dXrJg,WU52_Epi493M_YqXPZo-6Q,They make the best cakes in Atlanta and that is saying a lot. Go. Now.,2012-12-21 15:57:25,0
156020,7x863PREK98UuCxYpOszIw,-ZEZgCS2WTTuleE9ALqG7g,"I went yesterday and had the mocha chip yogurt, I think. It was AMAZING! Wish I had known they make fresh whipped cream before I paid!! :) might go back later today it's THAT good!",2012-08-30 19:53:20,0
156037,rhN--4lrjk_ernT_Ab39XQ,DmeNxtgASzdsMmWOLeB4Qw,"Try some of the less conventional flavours - green apple, black sesame, lychee, and soy varieties are suggestions. Yum!",2011-08-30 05:20:16,0
156130,4qzuqkYUrXWlcBImGp5oRQ,iK31UE6sMlkOtpTlOKg_WQ,"Still no bathrooms, but I'm a sucker for cheap froyo on a hot day.",2011-09-11 23:44:50,0
156132,FAz1fuMbdj-ZA_8HwqWobg,Z4EqhdRY0wZrmDjb6Wjp4w,The sauces for the sundaes are so goooood.,2015-10-07 01:27:56,0
156154,3K6tBpPs2D4PbUAGfP863w,aOISYaVK7_EoScjBhJ1NZQ,"Salted caramel. You won't regret it. Some of the best ice cream I've ever had, vegan or not!",2012-08-24 03:58:29,0
156162,ya0gjXEHjpvuLIFybCajcQ,MFVr6pMQxFsUwdEfUueaCQ,No you are NOT open today :-(,2012-06-27 20:37:49,0
156167,mZf3MJY6x2fh1xNKNY7r8w,IyLLref8p5xTcuO7SpHf-g,Black currant sorbet. The best.,2012-04-13 23:48:32,0
156204,8AYxhJ9E-kGtRLSObbrsCA,HlqF1Uc0Mn85P_sTUOaE-g,Yum,2011-08-05 00:32:00,0
156231,wh4_AwDV2NSsZ-LEmNWffg,J0AmTGMZRRC3KyjxflPKcQ,They roast their own coffee - TAZA Chocolates first used JP Lick's roasters to roast their cacao beans.  The Hard Yogurt and Pretzel cones are unique here.  Great flavor selections - love the dairy-free (soy) Black raspberry and Hard Yogurt coffee chip,2016-05-17 15:42:30,0
156270,qn0-8cTnAu3QbL3VKieWhA,raJDDHU-Xfe2c9_6nNUOiA,"Tart taro, tart avocado and tart coconut makes for one happy girl!",2013-01-29 22:49:21,0
156369,hYBfBMODr98bgTmgR0jStA,khghDJpPqW5hG4IXr8sF4A,"Probably about the nicest owner of an establishment EVER!!!  I went in and the first words out of my mouth were, ""I have a huge complaint!""  He looked shocked until I said, ""how come you are so far South???? I live North!!""  He laughed and explained that there is going to be one coming north soon!!! The ice cream is AMAZING.   Even if they do open north, I will still make the trek from time to time.....just to get my fix of such nice peeps!!!!  Thanks!",2014-06-09 20:02:52,0
156370,CXBdEP6xYvu-Hc6dsHlSeA,1Eq16r_MSnvPsnIykBdy9w,Eggplant pie with meatballs! Unghhh! Justifiably insanely busy during peak hours.,2010-02-12 01:04:38,0
156456,E4mINxIT0n2z0BhW6j81sA,-a0A1IKFVojTU7LUdbkwnA,Nice break before finally getting some closure on this damn court case.,2012-11-28 20:10:39,1
156488,c83EoH7q84EumkKAqzKkNQ,HVHAgYJXJn6DGZNgJ8ZZlA,So creamy. Buckeye Blast is great.,2011-07-17 17:26:03,0
156492,khlcGWjTU--7OcEaeyRElQ,bmeOIoPVfjtFGYWAt5V8aQ,The ice cream is awesome!! I love it!! Highly recommended!!,2015-10-09 20:28:37,0
156520,mD0ohlPmbFX-tuEQfGIXqQ,nBq1_lN63fAIaeKR9mobCA,Orange and kiwi with whatever fresh fruit they have got is the most refreshing combo.,2012-02-24 23:01:21,0
156693,pYSZIYu7oyCN8ibDjSIZKQ,5ATnFOzKlZ3FrEJXAedUJg,Love the sandwiches and frozen drinks here!,2016-06-14 21:50:21,0
156717,LGgRkXESdWd5szdzXqmr8w,sOf2CT2oOZ6vcJ8y66rqIw,Now serves bubble tea & smoothies!,2012-08-13 00:03:21,0
156806,l8nz98Dup3LS4LReAmvBjA,rPriOwUpZ14hRo_rAB0qGQ,Froyo with my silly brother :),2011-11-13 21:55:10,0
